会社コード,業種名,和文社名,住所,電話,設立年月,lat,lon
470141,ガラス・土石,ＭＣＣ－ＳＧＬプレカーサー（株）,東京都千代田区丸の内１－１－１　パレスビル,03-6748-7503,201004,35.685132,139.7615664
470142,その他卸売,スペクトラム　ブランズ　ジャパン（株）（登記社名　スペクトラムブランズジャパン（株））,神奈川県横浜市西区北幸２－６－２６　ＨＩ横浜ビル３階,045-329-1230,200212,35.4672034,139.6167612
480004,電気機器,カナディアン・ソーラー・プロジェクト（株）,東京都新宿区西新宿２－１－１　新宿三井ビル５０階,03-6911-2901,201405,35.6919097,139.6939012
480006,情報・システム・ソフト,Ｖｅｃｉｍａ　Ｓｏｌｕｔｉｏｎｓ（株）,東京都台東区浅草橋３－２０－１５　浅草橋ミハマビル６階,03-3864-5718,201702,35.7009986,139.7884149
480009,精密機器,ベックマン・コールター・三島（株）,静岡県駿東郡長泉町東野４５４－３２,055-999-1133,197806,35.1597773,138.8814428
480011,投資業等,マン・グループ・ジャパン・リミテッド（東京支店）,東京都港区赤坂５－３－１　赤坂Ｂｉｚタワー２７階,03-6441-2460,200000,35.673175,139.7363593
480012,不動産,プロロジス・リート・マネジメント（株）,東京都千代田区丸の内２－７－３　東京ビルディング２１階,03-6867-8585,201206,35.6786068,139.7649357
480015,食料品,ネスレネスプレッソ（株）,東京都品川区東五反田２－１０－２　東五反田スクエア１５階,－,200810,35.6247208,139.7272831
480017,医薬品,サンドファーマ（株）,東京都港区虎ノ門１－２３－１　虎ノ門ヒルズ森タワー,03-6899-7000,201308,35.6668216,139.7494178
480018,人材派遣・業務請負,シミック・アッシュフィールド（株）,東京都港区芝浦１－１－１　浜松町ビルディング,03-6779-8141,200008,35.651812,139.7576211
480021,情報・システム・ソフト,（株）ＪＩＲＡＮ　ＪＡＰＡＮ,東京都港区東新橋２－１２－１　ＰＭＯ東新橋７階,03-6826-1918,201107,35.6606567,139.7557953
480022,その他卸売,惠遠ジャパン（株）,東京都中央区日本橋室町１－１０－５　テラサキ第１ビル３階,03-6262-5351,201506,35.685437,139.7757714
480023,情報・システム・ソフト,Ｓｐｒｉｎｋｌｒ　Ｊａｐａｎ（株）,東京都港区六本木７－１８－１８　住友不動産六本木通ビル１１階,03-6434-0871,201412,35.6620267,139.7284405
480025,飲食・外食,（株）ドミノ・ピザジャパン,東京都千代田区岩本町１－１０－３　紀繁ビル４，５階,－,201107,35.6929043,139.7784275
480026,精密機器卸売,ゼブラ・テクノロジーズ・ジャパン（株）,東京都千代田区内幸町１－５－２　内幸町平和ビル１４階,－,201407,35.6695899,139.7579452
480028,飲食・外食,ファーストキッチン（株）,東京都新宿区四谷４－３４－１　新宿御苑前アネックスビル５階,03-3350-9450,197703,35.6902514,139.714872
480029,電気機器卸売,アイロボットジャパン合同会社,東京都千代田区神田錦町３－２０　錦町トラッドスクエア５階,03-5283-9333,201704,35.6932687,139.7608154
480033,精密機器卸売,ティー・エイ・インスツルメント・ジャパン（株）,東京都品川区西五反田５－２－４　レキシントン・プラザ西五反田６階,03-5759-8500,199111,35.6258791,139.7163094
480034,他サービス,オックスフォード・イムノテック（株）,神奈川県横浜市港北区新横浜３－８－８　日総第１６ビル８階,045-473-8005,201206,35.5107194,139.6184741
480036,情報・システム・ソフト,ＡＢＢＹＹジャパン（株）,神奈川県横浜市港北区新横浜２－３－１２　新横浜スクエアビル１４階,045-285-2410,201402,35.5079183,139.6151679
480037,電気機器卸売,Ｋｒａｎｎｉｃｈ　Ｓｏｌａｒ（株）,愛知県名古屋市中区丸の内１－７－２５　タワーオブストリングス７階,052-222-0215,201302,35.1750358,136.895126
480038,化学卸売,ユミコア日本触媒（株）,愛知県常滑市りんくう町１－２５－１９,0569-38-7670,201203,34.890639,136.8274994
480039,その他卸売,（株）ビュッフェ・クランポン・ジャパン,東京都江東区東陽４－８－１７,03-5632-5511,196700,35.6710917,139.8175041
480043,医薬品卸売,大熊製薬（株）,大阪府大阪市中央区久太郎町３－１－２７,－,201705,34.6813634,135.5029111
480044,他製造業,（株）鷹江実業,大阪府大阪市中央区内本町２－３－８　ダイアパレスビル本町９０３,06-7709-1538,201706,34.6831131,135.5122685
480046,不動産,ＩＮＳＥＥＤ（株）,大阪府大阪市中央区高津１－９－１０　サムティインテリジェンスビル１０１,070-2179-7678,201706,34.6673178,135.5116608
480049,投信・投資顧問,リーガル・アンド・ジェネラル・インベストメント・マネジメント・ジャパン（株）,東京都港区虎ノ門１－２－８　虎ノ門琴平タワー２２階,03-5532-1920,201702,35.6695311,139.7483983
480051,他サービス,Ｗｉｌｌｉｓ　Ｊａｐａｎ　Ｓｅｒｖｉｃｅｓ（株）,東京都千代田区内幸町２－１－６　日比谷パークフロント１３階,03-6833-4601,199100,35.6708752,139.7536284
480052,損害保険,Ｇａｌｌａｇｈｅｒ　Ｒｅ　Ｊａｐａｎ（株）,東京都千代田区内幸町２－１－６　日比谷パークフロント１３階,03-6833-4602,200602,35.6708752,139.7536284
480055,機械等修理,未来宝日本（株）,三重県四日市市海山道町１－７６,059-340-3070,201309,34.9443093,136.6216508
480057,情報・システム・ソフト,（株）光庭インフォ,東京都大田区蒲田５－３３－６　ＮＳビル,03-5714-2621,201308,35.5594982,139.7184741
480059,その他卸売,合同会社Ｃｈｉｎｌｕｎ’ｓ　Ｔｈｉｎｇｓ　Ｓｔｏｒｅ,愛知県名古屋市名東区本郷２－６６－３,052-774-3035,201505,35.176175,137.0127309
480060,化学卸売,Ｔｏｒｒｅｃｉｄ，　Ｓ．Ａ．（日本支店）,愛知県名古屋市中区丸の内３－５－１０　名古屋丸の内ビル３階,052-265-5622,201512,35.1778862,136.9068099
480062,コンサルティング,ＧＲＭ　Ｃｏｎｓｕｌｔｉｎｇ（株）,愛知県愛知郡東郷町白鳥１－１１－１８,050-5534-2178,201701,35.1087026,137.0564774
480063,輸送機器,ゲスタンプ・ホットスタンピング・ジャパン（株）,三重県松阪市嬉野天花寺町字清水谷６６６－１０,0598-48-1133,201612,34.6335089,136.4597353
480064,輸送機器,ゲスタンプ・オートテック・ジャパン（株）,東京都千代田区丸の内１－９－２　グラントウキョウサウスタワー１５階,03-6551-2428,201710,35.678574,139.7672846
480065,その他卸売,ＨＡＯＤＡ　ＪＡＰＡＮ（株）,愛知県名古屋市中村区名駅３－１２－５　竹生ビル別館西側２階,052-589-9520,201703,35.1739178,136.8849911
480066,情報・システム・ソフト,ＥＰＬＡＮ　Ｓｏｆｔｗａｒｅ＆Ｓｅｒｖｉｃｅｓ（株）,神奈川県横浜市港北区新横浜２－５－１１　金子第１ビル７階,045-274-7904,201401,35.5096736,139.6159611
480068,電気機器卸売,オイヒナー（株）,愛知県小牧市大字小牧原新田１２６９－１,0568-74-5237,201508,35.3000894,136.9258842
480070,貨物運送,ＡＧＳ　Ｆｏｕｒ　Ｗｉｎｄｓ　Ｊａｐａｎ（株）,東京都千代田区永田町２－１２－８　永田町ＳＲビル６階,03-6205-7940,201302,35.6744654,139.7388377
480071,化学,ティッセンクルップ・ウーデ・クロリンエンジニアズ（株）,東京都中央区日本橋茅場町１－１３－１２　さくら日本橋ビル７階,03-5614-8211,197310,35.6797197,139.7814232
480072,輸送用機器卸売,ティーケー・ホームソリューションズ・ジャパン（株）,東京都港区赤坂４－１５－１　赤坂ガーデンシティ１階,03-5575-3071,200607,35.6742711,139.7314575
480076,輸送用機器卸売,サムスン重工業（株）　東京事務所,東京都千代田区富士見２－１０－２　飯田橋グラン・ブルーム２８階,03-6333-2933,‥,35.6989473,139.7438702
480077,化学,ネクシオン・ジャパン（株）,神奈川県横浜市緑区白山１－１８－２　ジャーマンインダストリーパーク４階,045-670-9220,201300,35.5094036,139.5543354
480079,鉄鋼・金属卸売,（株）東国,東京都中央区日本橋茅場町３－１１－１０　ＰＭＯ日本橋茅場町７階,03-5623-5723,198006,35.6776851,139.7790875
480080,その他卸売,ロッテ酒類ジャパン（株）,東京都港区三田１－４－２８,03-5484-1234,198000,35.6526236,139.7443802
480081,その他卸売,（株）ＣＵ,東京都港区虎ノ門１－２－１０　虎の門桜田通ビル８階,03-6205-7385,201205,35.6692182,139.7483783
480083,他サービス,インフォーママーケッツジャパン（株）,東京都千代田区鍛冶町１－８－３　神田９１ビル２階,03-5296-1011,200606,35.6908542,139.7725962
480085,ガラス・土石卸売,イルジンジャパン（株）,東京都港区浜松町２－２－１５　浜松町ゼネラルビル７階,03-5405-2820,200301,35.6553299,139.7548062
480086,電気機器卸売,（株）ソリッドジャパン,東京都千代田区飯田橋４－６－９　ロックフィールドビル４階,03-5211-5001,201306,35.7008699,139.7468214
480087,他サービス,Ｊａｐａｎ　Ｏｕｔｓｏｕｒｃｉｎｇ　Ｓｏｌｕｔｉｏｎｓ（株）,東京都港区西新橋３－２４－８　山内ビル３階,03-4577-3514,201703,35.6613186,139.7511277
480088,化学卸売,ソンウォンインターナショナルジャパン（株）,東京都港区西新橋１－５－８　西新橋一丁目川手ビル８階,03-6268-8721,201112,35.6691121,139.7539278
480094,化学,銀座ステファニー化粧品（株）,東京都港区新橋１－５－１　ステファニー銀座中央通ビル,03-3289-1133,199203,35.6674051,139.7606757
480095,総合卸売,サムスンＣ＆Ｔジャパン（株）,東京都港区港南２－１６－４　品川グランドセントラル６階,03-6369-6600,201201,35.6266147,139.7407736
480096,非鉄金属,明道メタル（株）,新潟県燕市燕５０２５,0256-63-3111,200404,37.6636612,138.9353863
480097,他製造業,エトコン・ジャパン（株）,千葉県山武郡芝山町岩山１２５－３　プロロジスパーク成田３,0479-85-6550,201503,35.7403715,140.4027851
480102,コンサルティング,Ｓｉａ　Ｐａｒｔｎｅｒｓ（株）,東京都港区東麻布１－２３－５,03-5288-5101,201503,35.6561407,139.7444324
480103,機械卸売,ＢＡ　Ｊａｐａｎ（株）,愛知県名古屋市熱田区新尾頭２－２－３２　勢州館金山ビル６階,052-678-2240,201500,35.1386976,136.8991616
480104,その他卸売,シダスジャパン（株）,神奈川県横浜市中区不老町２－９－１　関内ワイズビル７階,045-263-9559,200906,35.4420515,139.6360438
480105,電力・ガス,ＢａｙＷａ　ｒ．ｅ．Ｊａｐａｎ（株）,東京都港区港南２－１６－４　品川グランドセントラルタワー１８階,03-6432-0111,201502,35.6266147,139.7407736
480106,電気機器卸売,ｅｂｍ－ｐａｐｓｔ　Ｊａｐａｎ（株）,神奈川県横浜市港北区新横浜２－８－１２　Ａｔｔｅｎｄ　ｏｎ　Ｔｏｗｅｒ　１３階,045-470-5751,199910,35.506936,139.6121009
480108,機械卸売,フォッケ・ホンコン・リミテッド（日本支店）,静岡県浜松市南区東若林町１５２２－２,053-444-6011,199400,34.685561,137.7119639
480109,化学卸売,サーテックＭＭＣジャパン（株）,東京都中央区新川１－２７－８　新川大原ビル７階,03-3537-6888,200812,35.6756759,139.783061
480110,その他卸売,トレルボルグ・マリンシステムズ・ジャパン（株）,東京都千代田区隼町２－１１　奥田ビル３階,03-3512-1981,200500,35.6824728,139.7419911
480113,情報・システム・ソフト,ジーエフケー・インサイト・ジャパン（株）,東京都中野区本町２－４６－１　中野坂上サンブライトツイン１５階,03-5350-4621,200909,35.6966592,139.6821244
